smile_fold1,target_fold1,prediction_fold1,smile_fold1
C1=CC(=O)C=C2CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C3(F)C12C,-3.77,-3.5002685,C1=CC(=O)C=C2CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C3(F)C12C
O=S(=O)(c(ccc(N)c1)c1)c(ccc(N)c2)c2,-2.82,-2.878585,O=S(=O)(c(ccc(N)c1)c1)c(ccc(N)c2)c2
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,-4.2307285,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
CCCCCCBr,-3.81,-3.694791,CCCCCCBr
c1cc(Cl)c(Cl)cc1c2c(Cl)cc(Cl)cc2,-7.8,-6.6520625,c1cc(Cl)c(Cl)cc1c2c(Cl)cc(Cl)cc2
O=C(NCC(=O)O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C,-5.15,-3.5767075,O=C(NCC(=O)O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C
CC(=O)Nc1ccc(OCC)cc1,-2.37,-1.9385115,CC(=O)Nc1ccc(OCC)cc1
O=C(Nc(ccc(c1)OC)c1)C,-1.3,-1.31134645,O=C(Nc(ccc(c1)OC)c1)C
n(c(c(ccc1)cc2cccc3)c1)c23,-3.67,-3.734529,n(c(c(ccc1)cc2cccc3)c1)c23
c1cc(N)ccc1N,-0.38,-0.372486907,c1cc(N)ccc1N
c1cc(NC(=O)C)ccc1S(=O)(=O)N,-1.61,-1.9982865,c1cc(NC(=O)C)ccc1S(=O)(=O)N
CC1CCCCC1NC(=O)Nc2ccccc2,-4.11,-3.5117065,CC1CCCCC1NC(=O)Nc2ccccc2
O(CCN(C1)C)C1,1,1.1437166,O(CCN(C1)C)C1
CN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4,-4.52,-4.5333175,CN4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4
c1c(Cl)c(Cl)cc(O)c1OC,-2.53,-2.172807,c1c(Cl)c(Cl)cc(O)c1OC
O=N(=O)c(c(OC)ccc1)c1,-1.96,-2.155155,O=N(=O)c(c(OC)ccc1)c1
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88,-4.3043105,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl
c1cc(C)c2ccccc2c1C,-4.14,-4.5442995,c1cc(C)c2ccccc2c1C
OCC(CCC)C,-1.11,-0.9561526,OCC(CCC)C
CC(C)CCl,-2,-1.8553555,CC(C)CCl
ClCCOCCCl,-1.12,-1.1320079,ClCCOCCCl
c1c(Cl)c(Cl)cc(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2,-8.56,-8.021123,c1c(Cl)c(Cl)cc(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2
c1cc(Cl)ccc1S(=O)(=O)NC(=O)NCCC,-3.03,-3.388199,c1cc(Cl)ccc1S(=O)(=O)NC(=O)NCCC
c1cc2OC(=O)C=Cc2cc1,-1.89,-2.229821,c1cc2OC(=O)C=Cc2cc1
c1ccccc1Cc2ccccc2,-4.17,-4.7207835,c1ccccc1Cc2ccccc2
O=C(NC(C(O)c(ccc(N(=O)=O)c1)c1)CO)C(Cl)Cl,-2.11,-3.1369725,O=C(NC(C(O)c(ccc(N(=O)=O)c1)c1)CO)C(Cl)Cl
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67,-4.0345555,ClC(Cl)(Cl)C(Cl)(Cl)Cl
c1cc(Br)ccc1Br,-4.07,-3.5638,c1cc(Br)ccc1Br
Oc(cccc1)c1,0,-0.4158175,Oc(cccc1)c1
Cc1ccc2ccccc2c1,-3.77,-4.192221,Cc1ccc2ccccc2c1
OC(CC)(CC)C,-0.38,-0.53772365,OC(CC)(CC)C
N(c(c(c(ccc1)cc2)c1)c2)=C=S,-4.6,-4.023764,N(c(c(c(ccc1)cc2)c1)c2)=C=S
n(c(O)cc(n1)C)c1S,-2.43,-1.9800565,n(c(O)cc(n1)C)c1S
OC(c(cccc1)c1)c(cccc2)c2,-2.55,-3.2617325,OC(c(cccc1)c1)c(cccc2)c2
Cc1c(C)cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2c1,-3.68,-3.0003585,Cc1c(C)cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2c1
O=C(OCC(C)C)c(c(ccc1)C(=O)OCC(C)C)c1,-4.66,-4.076948,O=C(OCC(C)C)c(c(ccc1)C(=O)OCC(C)C)c1
CC(C)N(C(=O)CCl)c1ccccc1,-2.48,-2.5138305,CC(C)N(C(=O)CCl)c1ccccc1
O=C(N(CCCC1)C1)C=CC=Cc(ccc(OCO2)c23)c3,-3.46,-3.8972265,O=C(N(CCCC1)C1)C=CC=Cc(ccc(OCO2)c23)c3
o2c1ccccc1oc3ccccc23,-5.31,-3.5307295,o2c1ccccc1oc3ccccc23
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,-2.7123715,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
C1C(O)CC2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-4.4,-4.099542,C1C(O)CC2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1
Oc(ccc(c1)C(c(ccc(O)c2)c2)(C)C)c1,-2.82,-3.7573985,Oc(ccc(c1)C(c(ccc(O)c2)c2)(C)C)c1
O=Cc(ccc(O)c1)c1,-0.96,-0.95171445,O=Cc(ccc(O)c1)c1
O=C(OC)CCCCCCCCCCC,-4.69,-4.3678055,O=C(OC)CCCCCCCCCCC
c1cc(N)ccc1S(=O)(=O)Nc2nnc(C(C)(C)C)s2,-3.74,-3.460853,c1cc(N)ccc1S(=O)(=O)Nc2nnc(C(C)(C)C)s2
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-3.18,-2.3451815,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
O=C(c(cccc1)c1)C,-1.28,-1.447095,O=C(c(cccc1)c1)C
O=S(=O)(Nc(nc(cc1C)C)n1)c(ccc(N)c2)c2,-2.27,-2.9424815,O=S(=O)(Nc(nc(cc1C)C)n1)c(ccc(N)c2)c2
CC(O)CCC(C)C,-1.38,-1.26372,CC(O)CCC(C)C
O=C(OC)c(cc(O)c(O)c1O)c1,-1.24,-1.1066045,O=C(OC)c(cc(O)c(O)c1O)c1
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-4,-3.804708,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C
O=C(OC)CCCCCCCCC,-4.63,-3.507737,O=C(OC)CCCCCCCCC
c1c(Cl)cc(Cl)c(Cl)c1Cl,-4.63,-4.713466,c1c(Cl)cc(Cl)c(Cl)c1Cl
Oc(c(ccc1)C)c1C,-1.31,-1.35161675,Oc(c(ccc1)C)c1C
c1ccccn1,0.76,0.45690476,c1ccccn1
O=N(=O)c(c(ccc1)C)c1,-2.33,-2.026162,O=N(=O)c(c(ccc1)C)c1
OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3,-4.43,-4.7529335,OC2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3
c1cnc2cnc(S)nc2n1,-2.77,-1.8255665,c1cnc2cnc(S)nc2n1
O=C(O)COc(c(cc(c1)Cl)C)c1,-2.23,-2.070093,O=C(O)COc(c(cc(c1)Cl)C)c1
c1c(CC3)c2c(C3)ccc(CC4)c2c(C4)c1,-5.96,-6.6534125,c1c(CC3)c2c(C3)ccc(CC4)c2c(C4)c1
C1C(C)C(C)CCC1,-4.33,-3.7645735,C1C(C)C(C)CCC1
c1c(Cl)c(Cl)cc(Cl)c1O,-2.21,-3.1108295,c1c(Cl)c(Cl)cc(Cl)c1O
c1c(N(=O)(=O))cc2C(c3ccccc3)=NCC(=O)N(C)c2c1,-3.8,-3.650837,c1c(N(=O)(=O))cc2C(c3ccccc3)=NCC(=O)N(C)c2c1
O=C(O)C(C(C(C(=O)O)C1)(C)C)(C1)C,-1.42,-1.2562728,O=C(O)C(C(C(C(=O)O)C1)(C)C)(C1)C
CC(Cl)C,-1.41,-1.414881,CC(Cl)C
c1ccc(Cl)c(Cl)c1Cl,-4,-3.9407575,c1ccc(Cl)c(Cl)c1Cl
O=C(NC1C2C3CCCC3C(C1)C2)N(C)C,-3.01,-1.70543125,O=C(NC1C2C3CCCC3C(C1)C2)N(C)C
O=C(O)CCCCCCCCCCC,-4.62,-3.9462195,O=C(O)CCCCCCCCCCC
OCCCCCCCCCCCCCCCC,-7.26,-6.6040265,OCCCCCCCCCCCCCCCC
O=C(O)C(Oc(c(cc(c1)Cl)C)c1)C,-2.55,-2.5058645,O=C(O)C(Oc(c(cc(c1)Cl)C)c1)C
ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,-4.19,-3.666863,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl
CCCCOCCCC,-1.85,-2.2296585,CCCCOCCCC
O=C1C=C2C(Cl)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C=C1,-4.95,-5.4139135,O=C1C=C2C(Cl)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C=C1
CCCCCBr,-3.07,-3.072791,CCCCCBr
O=C(O)CCCCCCCCC=C,-3.4,-3.461963,O=C(O)CCCCCCCCC=C
CCCCCCCI,-4.81,-4.7012035,CCCCCCCI
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,-2.8445365,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
O=N(=O)c(ccc(c1)C)c1,-2.49,-2.0786705,O=N(=O)c(ccc(c1)C)c1
Oc(ccc(c(cccc1)c1)c2)c2,-3.48,-3.094414,Oc(ccc(c(cccc1)c1)c2)c2
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-5.24,-5.7264565,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C
c1cc(Cl)cc(Cl)c1c2c(Cl)ccc(Cl)c2,-6.57,-6.7718115,c1cc(Cl)cc(Cl)c1c2c(Cl)ccc(Cl)c2
ClC(Br)Br,-1.9,-1.6457675,ClC(Br)Br
O=P(SCCCC)(SCCCC)SCCCC,-5.14,-6.737698,O=P(SCCCC)(SCCCC)SCCCC
O(C(OC(C1O)C(O)CO)C1O2)C2C(Cl)(Cl)Cl,-1.84,-1.6880438,O(C(OC(C1O)C(O)CO)C1O2)C2C(Cl)(Cl)Cl
O1C(C)C(O)C(N)C(O)C1OC2C=CC=CC=CC=CCC(C)OC(=O)C=CC(O3)C3CC(O)CC4(O)OC(C(C(=O)O)C(O)C4)C2,-3.21,-3.49277,O1C(C)C(O)C(N)C(O)C1OC2C=CC=CC=CC=CCC(C)OC(=O)C=CC(O3)C3CC(O)CC4(O)OC(C(C(=O)O)C(O)C4)C2
O=C(O)CCCCC,-1.06,-1.0228935,O=C(O)CCCCC
c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-9.16,-9.205661,c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2
N1CCCCC1CC(=O)C,-0.45,-0.35161817,N1CCCCC1CC(=O)C
c1c(Cl)ccc(Cl)c1c2c(Cl)ccc(Cl)c2,-7,-6.7661545,c1c(Cl)ccc(Cl)c1c2c(Cl)ccc(Cl)c2
CCCNCCC,-0.46,-0.346671385,CCCNCCC
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16,-3.2568585,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2
c1ccccc1c2ccc(C(=O)CCC(=O)O)cc2,-5.06,-4.1069365,c1ccccc1c2ccc(C(=O)CCC(=O)O)cc2
Cc1ncc(N(=O)=O)n1CCO,-1.26,-1.5847765,Cc1ncc(N(=O)=O)n1CCO
O=S(=O)(Nc(onc1C)c1C)c(ccc(N)c2)c2,-2.91,-2.5264325,O=S(=O)(Nc(onc1C)c1C)c(ccc(N)c2)c2
OC(CC(C)C)C,-0.8,-0.73555725,OC(CC(C)C)C
OCC(CC)CC,-1.17,-0.9257643,OCC(CC)CC
CNCCCN2c1ccccc1CCc3ccccc23,-3.66,-3.8528475,CNCCCN2c1ccccc1CCc3ccccc23
OC(c(cccc1)c1)C(NC)C,-0.42,-0.8769567,OC(c(cccc1)c1)C(NC)C
C1CCCC1C,-3.3,-2.847286,C1CCCC1C
C1C(=O)C=C2CCC3C4CCC(=O)C4(C)CC(=O)C3C2(C)C1,-3.48,-3.768438,C1C(=O)C=C2CCC3C4CCC(=O)C4(C)CC(=O)C3C2(C)C1
n(cc(c(n1)O)C)c1S,-2.45,-1.5661725,n(cc(c(n1)O)C)c1S
C1=CSC(CC)=C1,-2.59,-2.156823,C1=CSC(CC)=C1
c(c(c(c(c1ccc2)c2)C)ccc3)(c3)c1,-5.89,-5.530694,c(c(c(c(c1ccc2)c2)C)ccc3)(c3)c1
O=C(OC(CC(N(C1C2)C)C2)C1)C(c(cccc3)c3)CO,-1.91,-2.351317,O=C(OC(CC(N(C1C2)C)C2)C1)C(c(cccc3)c3)CO
NC(=O)OCC(C)(C)C,-0.8,-0.71184995,NC(=O)OCC(C)(C)C
Nc(c(cc(c(ccc(N)c1Cl)c1)c2)Cl)c2,-4.92,-4.6073205,Nc(c(cc(c(ccc(N)c1Cl)c1)c2)Cl)c2
c1ccc(C)cc1N,-0.85,-1.01106675,c1ccc(C)cc1N
OCC1C(O)C(O)C(O)C(O)O1,0.74,0.25464009,OCC1C(O)C(O)C(O)C(O)O1
CN(C)C=Nc1ccc(Cl)cc1C,-2.86,-2.1749465,CN(C)C=Nc1ccc(Cl)cc1C
O=C1NCCN1C(=O)NCC(C)C,-2.15,-1.498706,O=C1NCCN1C(=O)NCC(C)C
CCOCCOCC,-0.77,0.012658165,CCOCCOCC
c1ccccc1Nc2ccccc2,-3.51,-3.13329,c1ccccc1Nc2ccccc2
c1ccccc1CCCCC,-4.64,-4.6365645,c1ccccc1CCCCC
CN2C(=O)ON(c1ccc(Cl)c(Cl)c1)C2=O,-2.82,-3.1866325,CN2C(=O)ON(c1ccc(Cl)c(Cl)c1)C2=O
c1ccccc1c2c(Cl)cccc2,-4.54,-4.719554,c1ccccc1c2c(Cl)cccc2
Cc1ccc2cc(C)ccc2c1,-4.89,-4.8562275,Cc1ccc2cc(C)ccc2c1
CN2C(=O)NC(=O)C(C)(C1=CCCCC1)C2=O,-2.74,-1.9198005,CN2C(=O)NC(=O)C(C)(C1=CCCCC1)C2=O
C1C(O)CC2=CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-4.12,-4.1079405,C1C(O)CC2=CCC3C4CCC(=O)C4(C)CCC3C2(C)C1
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89,-3.943893,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61,-3.355061,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2
O=C(O)c(cc(O)c(O)c1O)c1,-1.16,-0.81434695,O=C(O)c(cc(O)c(O)c1O)c1
CN(C)C(=O)C(c1ccccc1)c2ccccc2,-2.98,-3.6265425,CN(C)C(=O)C(c1ccccc1)c2ccccc2
O=C(N(OC)C)Nc(ccc(c1Cl)Cl)c1,-3.52,-3.2593745,O=C(N(OC)C)Nc(ccc(c1Cl)Cl)c1
CCCCCCCl,-3.12,-3.4751085,CCCCCCCl
C1C(CCC)CCC1,-4.74,-4.124203,C1C(CCC)CCC1
O=C(C(Cc1cc(c(c(c1)I)O)I)N)O,-2.86,-3.0287285,O=C(C(Cc1cc(c(c(c1)I)O)I)N)O
O=C1NC(=S)NC(=O)C1(CC=C)C(C)CCC,-3.46,-3.8374385,O=C1NC(=S)NC(=O)C1(CC=C)C(C)CCC
NC(=S)Nc(cccc1)c1,-1.77,-2.190465,NC(=S)Nc(cccc1)c1
c1c(F)c(F)cc(F)c1F,-2.38,-2.5059,c1c(F)c(F)cc(F)c1F
c1cc(C)ccc1C(C)C,-3.77,-3.832085,c1cc(C)ccc1C(C)C
N(CSC(N1C)=S)(C1)C,-2.13,-0.35414539,N(CSC(N1C)=S)(C1)C
c1cc(Cl)ccc1c2c(Cl)c(Cl)ccc2,-6.26,-6.141586,c1cc(Cl)ccc1c2c(Cl)c(Cl)ccc2
O=C(O)CCCCCCCCCCCCCCCCC,-5.68,-6.2770965,O=C(O)CCCCCCCCCCCCCCCCC
O=C(N)c(c(ccc1)C(=O)N)c1,-2.92,-1.6088925,O=C(N)c(c(ccc1)C(=O)N)c1
C1CN(CCC2=CC=CS2)CCC1(COC)N(C(=O)CC)c3ccccc3,-3.71,-4.333902,C1CN(CCC2=CC=CS2)CCC1(COC)N(C(=O)CC)c3ccccc3
C1C(O)CC2CC(O)C3C4CCC(C(C)CCC(=O)O)C4(C)CCC3C2(C)C1,-3.82,-4.4409725,C1C(O)CC2CC(O)C3C4CCC(C(C)CCC(=O)O)C4(C)CCC3C2(C)C1
c1ccc2c3cc4ccccc4cc3Cc2c1,-8.04,-6.5828255,c1ccc2c3cc4ccccc4cc3Cc2c1
c1ccc(C)cc1C,-2.82,-2.780521,c1ccc(C)cc1C
O=S(=O)(N)c(ccc(c1)C)c1,-1.74,-1.3190441,O=S(=O)(N)c(ccc(c1)C)c1
CCC(C)CO,-0.47,-0.16313963,CCC(C)CO
c(c(c(cc1)ccc2)c2cc3)(c1ccc4)c34,-6.19,-6.323895,c(c(c(cc1)ccc2)c2cc3)(c1ccc4)c34
O=C(NS(=O)(=O)c(ccc(N)c1)c1)C,-1.23,-1.644531,O=C(NS(=O)(=O)c(ccc(N)c1)c1)C
ONc(cccc1)c1,-0.74,-0.611961,ONc(cccc1)c1
O=C(O)C(N)Cc(ccc(O)c1O)c1,-1.6,-1.18013505,O=C(O)C(N)Cc(ccc(O)c1O)c1
C(O)CCCCCCCCCCCCC,-6.05,-5.755215,C(O)CCCCCCCCCCCCC
c1c(O)cc2CC=C3C4CCC(=O)C4(C)CCC3c2c1,-5.28,-4.5357805,c1c(O)cc2CC=C3C4CCC(=O)C4(C)CCC3c2c1
O=C(OCCCCCC)C,-2.46,-1.780324,O=C(OCCCCCC)C
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29,-3.220894,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O
O=C(O)c(c(ccc1)I)c1,-2.73,-2.218038,O=C(O)c(c(ccc1)I)c1
C=CCCl,-1.36,-1.2556398,C=CCCl
C(C(C(C(C1Cl)Cl)Cl)Cl)(C1Cl)Cl,-4.59,-5.1124905,C(C(C(C(C1Cl)Cl)Cl)Cl)(C1Cl)Cl
c1ccccc1c2cc(Cl)c(Cl)cc2,-6.39,-5.601136,c1ccccc1c2cc(Cl)c(Cl)cc2
ClCC(Cl)C,-1.6,-1.7384925,ClCC(Cl)C
c1cc(Cl)cc(Cl)c1O,-1.55,-2.12171,c1cc(Cl)cc(Cl)c1O
O=S(=O)(Nc(nccc1)c1)c(ccc(N)c2)c2,-2.7,-2.5692065,O=S(=O)(Nc(nccc1)c1)c(ccc(N)c2)c2
C1CC=C(C)CC1,-3.27,-2.7577,C1CC=C(C)CC1
c1cc(C)ccc1S(=O)(=O)NC(=O)NC2CCCCC2,-4.21,-3.9988655,c1cc(C)ccc1S(=O)(=O)NC(=O)NC2CCCCC2
c1c(OC)nc2cncnc2n1,-0.91,-1.4257118,c1c(OC)nc2cncnc2n1
c1cc(Cl)cc(Cl)c1c2c(Cl)cc(Cl)cc2,-6.51,-6.917165,c1cc(Cl)cc(Cl)c1c2c(Cl)cc(Cl)cc2
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,-4.16,-3.3710145,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3
c1cccc(C)c1C(=O)O,-2.06,-1.4333735,c1cccc(C)c1C(=O)O
O=CNc(cccc1)c1,-0.68,-0.9962984,O=CNc(cccc1)c1
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,-4.91263,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
C1C(O)CC2=CCC3C4CCC(C(=O)C)C4(C)CCC3C2(C)C1,-4.65,-4.6059395,C1C(O)CC2=CCC3C4CCC(C(=O)C)C4(C)CCC3C2(C)C1
CCI,-1.6,-1.6957105,CCI
FC(F)(F)C(Cl)Br,-1.71,-1.823106,FC(F)(F)C(Cl)Br
O=C(O)c(cccc1Cl)c1,-2.59,-2.1141985,O=C(O)c(cccc1Cl)c1
O=C1C=C2C(C)CC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C3C2(C)C=C1,-2.99,-3.7921285,O=C1C=C2C(C)CC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C3C2(C)C=C1
Oc(c(ccc1)C)c1,-0.62,-0.84711065,Oc(c(ccc1)C)c1
c1ccc(C)c(C)n1,0.38,-0.25579979,c1ccc(C)c(C)n1
c1c(S(=O)(=O)N)c(Cl)cc(O)c1C(=O)Nc2c(C)cccc2C,-3.79,-4.0707615,c1c(S(=O)(=O)N)c(Cl)cc(O)c1C(=O)Nc2c(C)cccc2C
ClCC(Cl)CCl,-1.92,-2.153499,ClCC(Cl)CCl
c1cc(N)ccc1S(=O)(=O)Nc2cnccn2,-3.7,-2.2907865,c1cc(N)ccc1S(=O)(=O)Nc2cnccn2
N(c(c(S1)cc(c2)C)c2)=C1c(ccc(N)c3)c3,-3.68,-4.328304,N(c(c(S1)cc(c2)C)c2)=C1c(ccc(N)c3)c3
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,-3,-2.830638,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2
c1ccccc1C(=C)C(=O)O,-2.06,-1.8971215,c1ccccc1C(=C)C(=O)O
O=C(OCC)CCCC,-1.75,-1.4302184,O=C(OCC)CCCC
N#CCCCl,-0.29,-0.547259655,N#CCCCl
c1nc(O)c2cnnc2n1,-2.38,-1.12079595,c1nc(O)c2cnnc2n1
c1cc(Cl)ccc1Br,-3.63,-3.126299,c1cc(Cl)ccc1Br
CCCCNCCCC,-1.44,-1.493969,CCCCNCCCC
c1c(C(F)(F)F)cccc1N2C(=O)C(Cl)=C(NC)C=N2,-4.04,-4.0284245,c1c(C(F)(F)F)cccc1N2C(=O)C(Cl)=C(NC)C=N2
O=C(CC)C,0.52,-0.014126975,O=C(CC)C
COCCC,-0.39,0.069552503,COCCC
c1cc(C)c2c(C)cccc2c1C,-4.92,-5.119905,c1cc(C)c2c(C)cccc2c1C
Cc1c(CCCC)c(O)nc(N(C)C)n1,-2.24,-1.8598549,Cc1c(CCCC)c(O)nc(N(C)C)n1
O1C=CC=C1,-0.82,0.32063156,O1C=CC=C1
O=C(O)COc(ccc(c1)Cl)c1,-2.29,-1.811544,O=C(O)COc(ccc(c1)Cl)c1
O=C(C(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2)C4)(C3)C)C4)C,-4.43,-5.133451,O=C(C(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2)C4)(C3)C)C4)C
CN(C)NC(=O)CCC(O)=O,-0.2,-0.402444962,CN(C)NC(=O)CCC(O)=O
OC(C#C)(C(C(C(C(c(c(cc(O)c1)C2)c1)C3)C2)C4)(C3)C)C4,-4.3,-4.504907,OC(C#C)(C(C(C(C(c(c(cc(O)c1)C2)c1)C3)C2)C4)(C3)C)C4
O=C1C(C)CCC(C(C)=C)C1,-2.18,-2.925915,O=C1C(C)CCC(C(C)=C)C1
O=C(CCCCCCCC)C,-3.31,-3.5154835,O=C(CCCCCCCC)C
O=C(O)c(ccc(N)c1)c1,-0.4,-1.1161637,O=C(O)c(ccc(N)c1)c1
n(c(nc(n1)NCC)NCC)c1Cl,-4.55,-3.0226,n(c(nc(n1)NCC)NCC)c1Cl
O=C(C(C(C(C(c(c(cc(O)c1)C2)c1)C3)C2)C4)(C3)C)C4,-3.96,-4.357868,O=C(C(C(C(C(c(c(cc(O)c1)C2)c1)C3)C2)C4)(C3)C)C4
ClC(Cl)=C,-1.64,-1.20369455,ClC(Cl)=C
O=C(O)C(O)(c(cccc1)c1)c(cccc2)c2,-2.21,-2.4652185,O=C(O)C(O)(c(cccc1)c1)c(cccc2)c2
O=N(=O)OC(C(OCC1ON(=O)=O)C1O2)C2,-2.63,-2.4099975,O=N(=O)OC(C(OCC1ON(=O)=O)C1O2)C2
c1ccc2Sc3ccccc3N(CC4CN(C)CCC4)c2c1,-4.74,-4.326267,c1ccc2Sc3ccccc3N(CC4CN(C)CCC4)c2c1
c1c(CO)c(O)ccc1C(O)CNC(C)(C)C,-1.22,-1.1771377,c1c(CO)c(O)ccc1C(O)CNC(C)(C)C
CCCC(C)C,-3.74,-3.0515325,CCCC(C)C
O(C1C)C1,-0.59,0.47225318,O(C1C)C1
c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)cccc2,-7.21,-7.540727,c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)cccc2
CN(C)CCCN2c1ccccc1Sc3ccc(Cl)cc23,-5.01,-4.542448,CN(C)CCCN2c1ccccc1Sc3ccc(Cl)cc23
Cc1cc(O)no1,-0.07,0.64332326,Cc1cc(O)no1
CCCCCCCC,-5.24,-4.528331,CCCCCCCC
CCC(C)(C)CO,-1.04,-0.69899705,CCC(C)(C)CO
O=C(N)C(=C(O)C(N(C)C)C(C1(O)C(O)=C(C2C(O)(c(c3c(O)cc4)c4Cl)C)C3=O)C2)C1=O,-2.88,-3.169218,O=C(N)C(=C(O)C(N(C)C)C(C1(O)C(O)=C(C2C(O)(c(c3c(O)cc4)c4Cl)C)C3=O)C2)C1=O
CCCOC(=O)c1ccc(N)cc1,-2.33,-2.087587,CCCOC(=O)c1ccc(N)cc1
C1CCCCC1,-3.1,-2.8775005,C1CCCCC1
O=C(OCCCCC)C,-1.89,-1.2401225,O=C(OCCCCC)C
ClCCl,-0.63,-0.4986333,ClCCl
c1cc(Cl)ccc1Cl,-3.27,-2.9624085,c1cc(Cl)ccc1Cl
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-7.39,-6.800765,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl
c1ccccc1c2cc(Cl)ccc2,-4.88,-4.860781,c1ccccc1c2cc(Cl)ccc2
c1ccccc1C,-2.21,-2.0570465,c1ccccc1C
CCNC(=S)NCC,-1.46,-0.92228615,CCNC(=S)NCC
ClC(=C(c1ccccc1Cl)c2ccc(cc2)Cl)Cl,-6.36,-7.1377325,ClC(=C(c1ccccc1Cl)c2ccc(cc2)Cl)Cl
O=C(O)c(ccc(O)c1)c1,-1.41,-1.02594865,O=C(O)c(ccc(O)c1)c1
O=C(OC)CCCCC,-2,-1.4872625,O=C(OC)CCCCC
